"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Recruitment Consultant - 3rd Sunday Times Best Company!"	"£25k - £45k per annum + Benefits"	"Reading, Berkshire"	"Permanent"	"Recruitment Consultant - 3rd Sunday Times Best Company!"	"Reading, Berkshire - £25k - £45k per annum + Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"A background in sales is certainly ideal for this one, but we appreciate that everybody needs to start somewhere so we don't look for keywords on a CV. You're a real person with a real personality and we want to get to know you!Becoming a Recruitment Consultant with Austin Fraser comes with a host of benefits to make life that little bit sweeter, so let's jump straight into what's in it for you:Unrivalled in-house training programme.Uncapped Commission, meaning massive earning potential!Monthly Lunch Clubs.Holiday Incentives - Vegas, Barcelona and Barbados are just a few recent trips!Discount at selected retail stores.Lifestyle benefits including fitness classes, beauty treatments and free massages.Quarterly 5% bonus on 60k+ billings - To save you digging out that calculator from your pocket that your teacher said you'd never have, that's an annual bonus of at least £12,000!A clear progression structure.All National public holidays off.So what's the role of a Recruitment Consultant all about?Although no two days are regularly the same, a typical day will see you building up your network, winning and developing business over the phone and face to face, owning your own desk and building your recruitment empire.You'll be regularly sourcing the best talent around to showcase to your clients. You'll do this through proactive, creative and innovative methods. We're looking for out of the box thinkers! There's always heavy competition when it comes to great talent!Unlike most other agencies, you'll become a specialist. This means you'll cover a very niche market that nobody else within AF will be working. You won't need to tear someone down to get to the top.To achieve your specialist status you will undergo on-the-job training to ensure you're ready to take on the world of recruitment and really own your business.You'll also take part in our apprenticeship scheme, this involves a variety of different learning opportunities to support you in becoming the best recruitment consultant that you can be.Who are Austin Fraser?In short, we're an award-winning, international recruitment consultancy.We have specialist consultants that cover the Technology, Digital, Automation, Aviation and Life Science industries globally.We started life in a garage. Our co-founders, Pete and Del, kicked off the AF journey back in 2007 armed with nothing but one big vision.Fast Forward 11 years, we now have 6 office across Germany, America and the UK with a 7th due to launch in March 2019 - AF HamburgSo, if your looking to get stuck into the role of a Recruitment Consultant, we want to hear from you!Alternatively, if you've come this far down the advert and think Recruitment isn't quite your cup of tea, that's fine, perhaps you have a friend who would be a great fit? Feel free to send them our way!Austin Fraser is committed to being an equal opportunities employer, and encourages applications from candidates regardless of sex, race, disability, age, sexual orientation, gender reassignment, religion or belief, marital status, or pregnancy and maternity status.Due to the volume of applications received, we are unable to provide individual feedback to unsuccessful applicants."	"Reading, Berkshire, UK"	"Sales and Marketing, HR"	"ASAP"	"£25k - £45k per annum + Benefits"	"Austin Fraser Ltd"	"Christopher Walls"	"JS-RECCON"	"03/12/2018 08:51:00"	"http://www.jobserve.com/GlLfT"	NA
"Trainee Recruitment Consultant - Tech Division"	"£25k - £45k per annum + Benefits"	"Reading, Berkshire"	"Permanent"	"Trainee Recruitment Consultant - Tech Division"	"Reading, Berkshire - £25k - £45k per annum + Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"TRAINEE RECRUITMENT CONSULTANT, TECH DIVISIONAUSTIN FRASER, READINGA background in sales is certainly ideal for this one, but we appreciate that everybody needs to start somewhere so we don't look for keywords on a CV. You're a real person with a real personality and we want to get to know you!Becoming a Specialist Recruitment Consultant with Austin Fraser comes with a host of benefits to make life that little bit sweeter, so let's jump straight into what's in it for you:Unrivalled in-house training programme.Uncapped Commission, meaning massive earning potential!Monthly Lunch Clubs.Holiday Incentives - Vegas, Barcelona and Barbados are just a few recent trips!Discount at selected retail stores.Lifestyle benefits including fitness classes, beauty treatments and free massages.Quarterly 5% bonus on 60k+ billings - To save you digging out that calculator from your pocket that your teacher said you'd never have, that's an annual bonus of at least £12,000!A clear progression structure.All National public holidays off.So what's the role of a Recruitment Consultant all about?Although no two days are regularly the same, a typical day will see you building up your network, winning and developing business over the phone and face to face, owning your own desk and building your recruitment empire.You'll be regularly sourcing the best talent around to showcase to your clients. You'll do this through proactive, creative and innovative methods. We're looking for out of the box thinkers! There's always heavy competition when it comes to great talent!Unlike most other agencies, you'll become a specialist. This means you'll cover a very niche market that nobody else within AF will be working. You won't need to tear someone down to get to the top.To achieve your specialist status you will undergo on-the-job training to ensure you're ready to take on the world of recruitment and really own your business.You'll also take part in our apprenticeship scheme, this involves a variety of different learning opportunities to support you in becoming the best recruitment consultant that you can be.Who are Austin Fraser?In short, we're an award-winning, international recruitment consultancy.We have specialist consultants that cover the Technology, Digital, Automation, Aviation and Life Science industries globally.We started life in a garage. Our co-founders, Pete and Del, kicked off the AF journey back in 2007 armed with nothing but one big vision.Fast Forward 11 years, we now have 6 office across Germany, America and the UK with a 7th due to launch in March 2019 - AF HamburgSo, if your looking to get stuck into the role of a Recruitment Consultant, we want to hear from you!Alternatively, if you've come this far down the advert and think Recruitment isn't quite your cup of tea, that's fine, perhaps you have a friend who would be a great fit? Feel free to send them our way!Austin Fraser is committed to being an equal opportunities employer, and encourages applications from candidates regardless of sex, race, disability, age, sexual orientation, gender reassignment, religion or belief, marital status, or pregnancy and maternity status.Due to the volume of applications received, we are unable to provide individual feedback to unsuccessful applicants."	"Reading, Berkshire, UK"	"Sales and Marketing, HR"	NA	"£25k - £45k per annum + Benefits"	"Austin Fraser Ltd"	"Christopher Walls"	"JS-SPECIALISTTECH"	"03/12/2018 08:50:21"	"http://www.jobserve.com/GlLel"	NA
"Senior Developer"	"£45k - £55k per annum"	"Reading, Berkshire"	"Permanent"	"Senior Developer"	"Reading, Berkshire - £45k - £55k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Are you an accomplished developer with a wide breadth of technical know-how? Are you ready to take on the challenge of running a small team? Do you enjoy debate and (friendly) argument as a way to test your knowledge and assumptions? You write code, and you thrive on the challenge of making that code artistic in its simplicity. C# is your language of choice, but you take pride in being able to answer \"probably, yeah\" when someone asks \"I've got this bit of code that doesn't work, can you fix it?\" without having to ask what it's written in. You like neat, orderly separations between layers of code, enjoy the speed boots fluent mappings and ORMs provide but are worldly enough to know they've got their downsides too, and you like the idea of cloud and micro-services but have been around the block enough to know where the traps are. You revel in the freedom to suggest and implement new technologies - but you don't have problems supporting existing code and get your hands dirty with the odd bit of Legacy product. You like the idea of leading a team of developers, but prefer to spend your day in Visual Studio than in Outlook and Excel, and as much as you relish the opportunity to share your knowledge you don't want to be a teacher. You'll lead a small team of developers and QA engineers as a sub-team working on our SaaS product. You'll take part in sprints alongside other teams - spread across the UK, Ireland and Adelaide - and represent your team's work in scrums and scrum-of-scrums with the other TAs. What does the ideal candidate look like? - Excellent Technical skills, with the \"depth\" bit in C#, MVC and enterprise applications and breadth in just about anything tech - Excellent JavaScript skills, including exposure to Bootstrap, knockout, knockback, angular, node or similar and a good understanding of the underlying processes involved in ajax - Excellent SQL skills, including familiarity with query execution plans, optimisations and index maintenance, memory pinned tables and analysis services, reporting services and big-data techniques - A firm belief that code that doesn't have unit tests and automated test suites isn't worth having - Experience on Azure, AWS or similar, including IaaS and PaaS What's in it for you? As well as a competitive salary, pension contributions and holiday allowances, you'll have the opportunity to directly influence both the technology and product roadmap of a growing, ambitious company with some amazing people in it. You'll work alongside experts in a number of fields, and they'll put you through training on the technical tools and platforms (including for Microsoft certifications) as well as in management and organisational effectiveness You'll engage directly with experts from Microsoft and the wider tech sphere, as well as with our customers, and you'll build your own profile and reputation rather than being an anonymous cubicle farm drone. ISL (Incite Solutions Ltd) is acting as an Employment Agency in relation to this vacancy."	"Reading, Berkshire, UK"	"IT"	"07/01/2019"	"£45k - £55k per annum"	"ISL Recruitment"	"James Leech "	"JS-6041"	"07/12/2018 09:14:12"	"http://www.jobserve.com/Gl2tM"	NA
"IT Trainer/Coach - Returners Programme"	""	"United Kingdom"	"Permanent"	"IT Trainer/Coach - Returners Programme"	"United Kingdom"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Returning to work after a break doesn't have to be daunting. At QA, we want you to have a fulfilling career that works for you and your family - and we'll support you as you relaunch your working life. We're seeking tech trainers and coaches who love helping others to learn and accomplish their goals. This role offers returning parents the opportunity to utilise your existing skills but apply them in a completely different way. It's the perfect career for parents returning to work, whether you're experienced in a similar role or looking to retrain for a new career in teaching/education.We're offering this role as part of our Return | (Re)Train initiative - an exciting new programme to support returners, upskill talent for the tech sector and make getting back to work an exciting experience.The roleOur programmes and courses train up talent to meet employers' tech and business skills needs and help learners take their own careers to the next level. At QA, we genuinely transform our learners' lives, and in this role you'll be part of that. Whether you're teaching an apprentice their first line of code or supporting a new manager as they tackle the challenges of dispute management, you will be their teacher.With our support, you'll deliver tech course content through a combination of face-to-face, E-learning and digital methods and coach learners to help them succeed - whether they're highly qualified professionals or beginners looking to join the field. You'll teach both scheduled/public and customised courses for relevant areas of QA's tech portfolio.This is an exciting, fulfilling role where you get to interact directly with learners to help them grow their skills and achieve their potential.How we'll support your return to work A supportive workplace that accommodates your family responsibilities  Flexible working contracts - we can even offer you school holidays off  Training courses to help you learn new coaching skills or provide a refresher in the field  An assigned co-pilot/\"buddy\" to get you up to speed with our processes and award-winning tech coursesWhat we offer Generous base salary (dependent on experience)  School holidays off (or ad hoc holiday bookings if that is better for you)  Unique return-to-work training programme (not mandatory but there for you should you want to use it)  Two days paid charity work for a charity of your choice  Three days of paid training from your choice of 1,200+ diverse QA courses  Subsidised gym membership and cycle to work scheme  Private pensionYou are  Passionate about helping, supporting and teaching others  Willing to learn  Confident at speaking to groups of people (perhaps in customer-facing roles) with strong presentation, interpersonal and communication skills and the ability to share your expertise/experience with others  Eligible to live and work in the UK  Able to plan and deliver against set learning and achievement targetsWho are we? QA is one of the largest learning services organisations in the UK. We help develop skills and capabilities for everyone, from apprentices to business leaders. Headquartered in London with 20 more training centres nationwide, QA Group comprises four fast-growing divisions-QA Learning, QA Apprenticeships, QA Consulting and QA Higher Education-all of which deliver innovative, award-winning (2016 Top 20 IT Training Companies List) and ever-evolving skills solutions.We'd love to support your return to work-apply today and let's get started on your newest career chapter! "	"United Kingdom"	"IT, Education"	"ASAP"	NA	"QA"	"QA"	"JS2607359/599336859"	"06/12/2018 11:26:24"	"http://www.jobserve.com/GlxOH"	NA
"Trainee Recruitment Consultant"	"£25k - £40k per annum + Benefits"	"Reading, Berkshire"	"Permanent"	"Trainee Recruitment Consultant"	"Reading, Berkshire - £25k - £40k per annum + Benefits"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"TRAINEE RECRUITMENT CONSULTANT£25,000 - £40,000Austin Fraser, ReadingHere at Austin Fraser, we do recruitment a little differently.Unlike most other agencies, you'll become a specialist. This means you'll cover a very niche market that nobody else within AF will be working, you won't need to tear someone down to get to the top.You'll first focus on building up a network of exceptional candidates, this will really be the foundation of your recruitment business.To achieve your specialist status you will undergo on-the-job training to ensure you're ready to take on the world of recruitment and really own your business. You'll also take part in our apprenticeship scheme, this involves a variety of different learning opportunities to support you in becoming the best recruitment consultant that you can be.A background in sales is certainly ideal for this one, but we appreciate that everybody needs to start somewhere.We don't look for keywords on a CV, you're a real person with a real personality and we want to get to know you!Becoming a Recruitment Consultant with Austin Fraser comes with a host of benefits to make life that little bit sweeter:Unrivalled in-house training programme.Uncapped Commission, meaning massive earning potential!Monthly Lunch Clubs.Holiday Incentives - Vegas, Barcelona and Barbados are just a few recent trips.Discount at selected retail stores.Lifestyle benefits including fitness classes, beauty treatments and free massages.A clear progression structureAll national public bank holidays offQuarterly 5% bonus on 60k+ billings. To save you digging out that calculator from your pocket, you know, the that your teacher said you'd never have... that's an annual bonus of at least £12,000, on top of your commission!Who are Austin Fraser?In short, we're an award-winning, international recruitment consultancy.We have specialist consultants that cover the Technology, Digital, Automation, Aviation and Life Science industries globally.Just like all the great companies, we started life in a garage. Back in 2007, our co-founders, Pete and Del, kicked off the AF journey armed with nothing but one big vision.Fast Forward 11 years and we now have 6 offices across Germany, America and the UK with a 7th due to launch in March 2019 - AF HamburgSo, if your looking to be apart of somewhere that does things a little differently, we want to hear from you!Alternatively, if you've come this far down the advert and think Recruitment isn't quite your cup of tea, that's fine, perhaps you have a friend who would be a great fit? Feel free to send them our way!Austin Fraser is committed to being an equal opportunities employer, and encourages applications from candidates regardless of sex, race, disability, age, sexual orientation, gender reassignment, religion or belief, marital status, or pregnancy and maternity status.Due to the volume of applications received, we are unable to provide individual feedback to unsuccessful applicants."	"Reading, Berkshire, UK"	"Sales and Marketing, HR"	"ASAP"	"£25k - £40k per annum + Benefits"	"Austin Fraser Ltd"	"Christopher Walls"	"JS-TRREC"	"06/12/2018 15:58:22"	"http://www.jobserve.com/Glxz7"	NA
"Teacher of Mathematics- 'Good' Secondary School'- Lewisham"	"135.00 - 175.00 Annual GBP"	"London"	"Unspecified"	"Teacher of Mathematics- 'Good' Secondary School'- Lewisham"	"London - 135.00 - 175.00 Annual GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"* January 2019* * Experienced Teacher of Mathematics/Mathematics Teacher* *LB of Lewisham.* * Fixed Term and Full-Time.* * January 2019 to July 2019 (Two Terms)  * £135-£175 per day Thriving and growing Secondary School in Lewisham is looking for a Teacher of Mathematics/Mathematics Teacher to commence employment in January 2019. This diverse and educational school ensures that all pupils are treated equally and are given a great opportunity to achieve their grades and reach their full potential. Staff members in the school also prioritise equality and recognise diversity to ensure that all pupils are giving the chance to achieve their grades even if they are facing difficult environments outside of the learning establishment. The head teacher also inspires and continues to welcome and offer support for students in their educational establishment.  The role...  Teach KS3 to KS5 Mathematics to 11 to 18 year oldsPrepare revision sessions for KS4 and KS5 examinations Provide a variety of learning styles for children in the classroomEngage students in the lesson and build class rapport The ideal candidate will... Have experience teaching KS3 to KS5 mathematicsHold UK recognised Teaching Qualifications (PGCE, PGDE, GTP, SCITT with QTS)Have obtained a 'Good' to 'Outstanding' teaching recordBe able to prep GCSE and A-Level students for summer examinationsHave the ability to build rapport and engage with students and staff in the school.The Teacher of Mathematics/Mathematics Teacher position is for a January 2019 and fixed term and Full time position until July 2019 for a Secondary School in Lewisham. As this role is in high demand, the school are looking to interview ASAP! If this is a great opportunity for you, then please apply for this role immediately! All shortlisted candidates will be contacted within one to two working days.  "	"London, UK"	"Education"	NA	"135.00 - 175.00 Annual GBP"	"SERVOCA EDUCATION RESOURCING"	"SERVOCA EDUCATION RESOURCING"	"JS3561_36754798/596919042"	"06/12/2018 07:04:28"	"http://www.jobserve.com/GlvGy"	NA
"Teacher of Biology, Chemistry or Physics- Jan 2019- West London"	"GBP"	"London"	"Contract/Permanent"	"Teacher of Biology, Chemistry or Physics- Jan 2019- West London"	"London - GBP"	"Contract/Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Job Description KS3-KS5 Teacher of Science/Science Teacher- West London A thriving and diligent Secondary School and Sixth form is looking for an 'Outstanding' Science Teacher/Teacher of Science to join their team to provide excellent education to KS3- KS5 students on a fixed term contract starting from January 2019 with the opportunity to be transferred to a permanent contract. * Have you got a PGCE with QTS or SCITT in Science? (NQTs welcomed)* Can you work on a fixed term contract?* Able to start from January 2019 but available to interview ASAP?If you have met all the requirements above, then we want to hear from you ASAP!Job Information* West London** Fixed-term and full-time*January 2019- July 2019.**KS3- KS5 Students*As a Science Teacher/Teacher of Science the role includes providing \"Good\" to \"Outstanding\" UK Science Curriculum lessons, preparing lesson plans for the week, prepping students for exams and ensuring that all children are receiving an exceptional level of education.Furthermore, the Teacher of Science/Science Teacher role at the school will include directing students accordingly whilst using different and effective learning styles in the classroom. An example is using visual, written and spoken elements in the lessons to engage all students in the classroom as each student may respond to different learning techniques. The Teacher of Science will also ensure that a good rapport is built within the classroom. School InformationThe Secondary school is located in West London and has accessible transport links including tube, national rail and bus services. The Science Department in the school utilise their great teaching resources to provide outstanding education for their students to achieve their highest potential grades.In addition, the school ensures that all students' abilities are catered to by employing extra support staff. Pupils are dedicated to applying to their sixth form and other further education opportunities, with many of the students wanting to study Science at A-Level. As a whole the staffing team work together to keep the school thriving and to help as many students move onto further education or apprenticeships.To apply for this role, you must have a PGCE with QTS or SCITT qualification in Science to be shortlisted for the position. Please only apply if you meet these requirements. Thank you.  "	"London, UK"	"Science, Education"	NA	"GBP"	"Servoca Education"	"Servoca Education"	"JSB53F7C40/596972441"	"04/12/2018 14:40:24"	"http://www.jobserve.com/GlbgA"	NA
"Drama Teacher Required - Farnborough"	"110.00 - 240.00 Annual GBP"	"Farnborough, Hampshire"	"Unspecified"	"Drama Teacher Required - Farnborough"	"Farnborough, Hampshire - 110.00 - 240.00 Annual GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Teacher of Drama Required We are looking for Drama teachers in Farnborough and the surrounding areas.Reed Education are on the framework for Local Council which ensures we have a high demand of work across the academic year, as well as dealing with Other local authority's, private Schools and academy's. Do you have great classroom management skills? Are you craving the opportunity to be flexible with your working hours? Wanting to try a few different schools before you commit to just one?Whether you're looking for your next permanent position or day to day supply, we would like to hear from you!We are always looking for talented Drama teachers to work across our schools in Farnborough and local attached areas. Whether you're an NQT or an experienced teacher, we are always happy to assist. Working on a temporary basis gives you the freedom to try many different schools, it also allows you to get a better work life balance. Now is a great time to work on a temporary basis through Reed as we currently have schools pre-booking teachers already!With competitive rates of pay Reed Education are a great agency to work through with many teachers working with us year on year. Reed Education can also help you find a permanent position whilst working with us on a temporary contract! You will be appointed a personal consultant who will work with you every step of the way, for further information, apply below or contact us on or Email us at Next StepsBook your personal one to one appointment with your consultant - Contact us today!We will then put a time in the diary to meet your personal consultant who will help you every step of the way.Reed Open DaysLooking ahead why not come to one of our Reed Open Days? We hold regular open days where you can drop in and meet the team, get registered for the here and now or the next term coming. Please enquire on the contact details above for our next Reed Open Day.What would you do with an additional extra £100??Refer a friend scheme: Know someone who might be interested in working through Reed? Refer them to Reed and once they have a completed assignment you will be win £100 of vouchers! (Terms and Conditions apply)Higher rates are based on an LTD basis, Please enquire for further details on the benefits and how these can be achieved. Reed Specialist Recruitment Limited is an employment agency and employment business "	"Farnborough, Hampshire, UK"	"Education"	NA	"110.00 - 240.00 Annual GBP"	"Reed Education"	"Reed Education"	"JS3561_36128797/599125054"	"07/12/2018 09:03:36"	"http://www.jobserve.com/Gl2jv"	NA
"Teacher of English, York"	"GBP"	"York"	"Permanent"	"Teacher of English, York"	"York - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description Teaching Personnel are seeking to appoint a forward thinking English Teacher, with a proven record of raising attainment at GCSE level. You will join a committed and inspirational team at Easter 2019 for at least one term, with the possibility of going on to a fixed term contract, directly with the School.We require candidates to teach English across a range of abilities at Key Stage 3 and GCSE. You should be committed to the development of the pupils and strive to achieve the highest results from your pupils. You will need to maintain and drive the high standards that the School set and already have in place. This is an OFSTED graded 'Good' School, with comments on the School's 'Outstanding' Senior Leadership Team. The English department is a strong team, with attainment levels raising year on year, so this is a great opportunity for an experienced Teacher of English, or a Newly Qualified Teacher of English.If you are looking for a new opportunity from Easter 2019, here are just a few reasons why you should be joining Teaching Personnel:Market Leaders for the UK Education RecruitmentCompetitive daily rates of pay according to experience and qualifications; in-line with Agency Worker Regulations (AWR)Continuous Development with a range of online and in-house courses, such as Child Psychology, Team Teach, Autism Awareness and links to website resourcesDedicated Consultant who will support you through all placements you complete with Teaching PersonnelFor more information please call Kerry Fowler on or send your up to date CV by clicking 'Apply Now'. All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"York, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSC38EE576/599808673"	"08/12/2018 11:06:47"	"http://www.jobserve.com/GmDiQ"	NA
"Teacher of Business Studies"	"100.00 - 170.00 Annual GBP"	"City, Leeds"	"Unspecified"	"Teacher of Business Studies"	"City, Leeds - 100.00 - 170.00 Annual GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Reed Education is working exclusively a school in the Leeds area who are looking for a Business Studies Teacher who is willing to continue to develop minds of our future generations.This role is for a January start and is a year long maternity cover, however, for the right candidate we have been advised that further employment is possible.This school is making rapid improvements with huge increases in their GCSE results in the past academic year. The school has a fully formatted plan towards an outstanding Ofsted inspection which is well underway, developing every department in the school.You could be apart of this schools success story.If you are interested in- Joining a forward thinking Business Studies department which allows your team to evolve and progress.- CPD opportunities, allowing your teaching expertise and skills to grow- Easy motorway links from Yorkshire areas, making your journey to work pain-free.- Generous levels of PPA, allowing you to go into every lesson confident and assuredYou need to apply for this job now!All you need to do is - Provide relevant qualifications (QTS) and endure a DBS check (3 years)- Be able to teach all science specialisms up to key stage 4- Be willing to join this school on their journey to academic excellenceIf more information is required please call Reed Education on . Reed Specialist Recruitment Limited is an employment agency and employment business "	"City, Leeds, UK"	"Education"	NA	"100.00 - 170.00 Annual GBP"	"Reed Education"	"Reed Education"	"JS3561_36773619/598614306"	"07/12/2018 09:03:54"	"http://www.jobserve.com/Gl2j4"	NA
